,recipe_title,총합_에너지(kcal),총합_수분(g),총합_단백질(g),총합_지방(g),총합_회분(g),총합_탄수화물(g),총합_당류(g),총합_식이섬유(g),총합_칼슘(mg),총합_철(mg),총합_인(mg),총합_칼륨(mg),총합_나트륨(mg),총합_비타민a(μg rae),총합_레티놀(μg),총합_베타카로틴(μg),총합_티아민(mg),총합_리보플라빈(mg),총합_니아신(mg),총합_비타민c(mg),총합_비타민d(μg),총합_콜레스테롤(mg),총합_포화지방산(g),총합_트랜스지방산(g),총합_폐기율(%)
456,기존 조리법과 조금 다른 된장찌개,406.45,278.245,35.325,23.56,6.406,27.634,0.092,1.08,46.15,3.026,365.3,1048.425,1249.2,13.725,13.5,1.575,0.924,0.797,12.403,2.55,1.47,104.7,7.022,0.14,0.0
457,"달콤 짭쪼름한 소고기 버섯 전골.(밥도둑, 술안주.)",59.3,313.51,10.017,0.899,3.662,11.973,0.706,3.61,326.2,6.184,235.6,1344.5,98.4,470.0,0.0,5648.0,0.598,0.441,2.232,70.9,1.001,0.0,0.095,0.0,16.1
458,브런치감자 만들기,158.0,157.6,4.68,0.18,1.8,35.74,0.0,3.8,10.0,0.98,100.0,702.0,2.0,2.0,0.0,16.0,0.24,0.104,0.22,0.0,0.0,0.0,0.04,0.0,0.0
459,우유푸딩 만들기,374.0,350.11,12.356,13.286,2.74,51.511,44.335,0.0,466.4,0.407,336.3,600.2,149.4,220.0,220.0,0.0,0.08,0.648,1.2,3.2,0.0,38.8,8.68,0.56,0.0
460,겉과 속이 뒤집힌 고구마경단,57.0,0.255,0.018,0.003,0.03,14.696,13.927,0.0,7.2,0.104,0.15,14.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,김수미의 삼겹살 묵은지말이찜 레시피로 美味,127.85,81.475,4.273,3.8,1.518,23.933,4.717,5.655,17.85,1.213,107.3,714.15,1.95,92.1,0.0,1104.45,0.194,0.334,1.544,3.8,0.0,0.0,0.242,0.008,12.0
462,고등어김치찜 만들기,65.95,75.935,4.824,1.8,10.88,9.076,1.211,0.54,29.1,0.781,98.05,497.625,3985.95,0.075,0.0,0.525,0.161,0.068,0.582,1.9,0.0,0.0,0.086,0.002,6.0
463,오늘뭐먹지? - 성시경 마파두부,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,얼큰한 꽁치김치찌개,44.925,93.838,3.597,0.73,0.989,8.346,1.309,2.828,44.925,8.867,86.65,190.575,0.975,53.05,0.0,634.225,0.072,0.402,0.832,8.0,0.0,0.0,0.111,0.004,0.0
465,김치찌개 끓이는 법,757.25,217.35,41.299,47.481,4.248,42.844,16.62,11.31,54.95,3.738,507.55,1713.1,112.1,202.35,18.0,2210.55,1.199,0.956,13.809,7.2,1.96,139.6,11.722,0.238,12.0
466,두반장 없이 고추장으로 만드는 마파두부(덮밥으로 즐겨요),59.2,27.695,3.858,1.276,7.105,10.074,2.836,5.855,24.75,0.972,89.1,587.3,2401.65,93.25,0.0,1118.3,0.11,0.361,1.532,0.18,0.0,0.0,0.226,0.008,1.4
467,매콤 순살치킨카레 만들기,190.0,249.6,5.59,2.76,2.33,39.72,4.49,4.5,36.0,1.21,145.0,950.0,17.0,300.0,0.0,3590.0,0.28,0.114,1.24,3.8,0.0,0.0,0.07,0.0,12.0
468,따끈따끈한 순두부찌개 드시고 가셔요~~,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
469,마파두부 두반장 없이 매콤하게!,260.15,125.725,12.964,7.367,14.641,44.32,10.144,17.865,76.2,3.465,295.55,1843.05,4378.2,276.45,0.0,3314.4,0.452,1.058,4.567,3.8,0.0,0.0,0.838,0.026,12.0
470,맑은 쇠고기 무국 만드는 방법,275.1,0.06,0.0,29.877,0.021,0.042,0.0,0.0,12.9,0.525,29.7,16.8,4.8,0.3,0.0,3.3,0.0,0.021,0.0,0.0,0.0,0.0,4.395,0.087,0.0
471,부지갱이 나물밥,381.45,22.26,4.491,38.432,7.018,2.817,0.087,0.12,212.85,4.118,172.8,219.0,2403.9,0.9,0.0,10.5,0.118,0.074,0.261,0.0,0.0,0.0,3.342,0.105,0.0
472,"환절기, 입맛 떨어질 때 홍게살죽",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,무밥만드는법- 딸에게# ~ 달래간장,30.0,191.6,1.06,0.36,0.52,6.54,3.7,2.8,38.0,0.24,40.0,270.0,14.0,0.0,0.0,0.0,0.0,0.0,0.38,16.8,0.0,0.0,0.02,0.0,0.0
474,"아침밥으로 좋은 영양밥, 무요리로 표고버섯무밥",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,소세지 떡볶이 / 소떡 / 치즈 소떡,543.4,182.335,10.406,30.574,3.084,58.603,19.103,7.04,35.2,1.426,255.75,940.5,407.4,119.6,0.0,1432.8,0.232,0.101,1.1,3.2,0.0,0.0,3.118,0.207,0.0
476,비오는 주말점심메뉴 감자수제비!,14.85,10.92,0.75,0.04,0.207,3.082,0.316,0.45,1.35,0.09,18.0,61.5,29.85,0.0,0.0,0.0,0.016,0.006,0.057,0.24,0.0,0.0,0.008,0.0,0.0
477,백파더의 계란장조림과 추억의 버터밥,1165.0,1140.0,65.0,6.2,18.3,270.5,21.1,30.0,115.0,9.0,1370.0,5330.0,2020.0,0.0,0.0,0.0,1.4,1.75,13.8,16.0,0.0,0.0,0.5,0.0,0.0
478,수미네반찬 황태국,143.55,38.35,0.212,15.01,0.114,1.329,0.74,0.56,14.05,0.31,22.85,62.4,5.2,0.15,0.0,1.65,0.0,0.01,0.076,3.36,0.0,0.0,2.202,0.044,0.0
479,배 아플때 먹는 흰죽 끓이는 법 쌀 종이컵 한컵 물양은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,달지않고 매콤한 초간단 떡볶이,248.4,7.755,7.992,5.043,3.144,51.067,24.397,22.62,54.6,3.037,205.35,1538.7,10.5,368.4,0.0,4417.8,0.258,1.295,5.058,0.0,0.0,0.0,0.888,0.03,0.0
481,옛날 소시지 부침 추억의 양은도시락,0.32,0.114,0.0,0.0,1.806,0.08,0.0,0.0,2.98,0.528,0.0,2.5,792.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,매콤한 면요리 앵그리크림쫄면 만들기 불닭소스를 넣어 더욱 매콤하게 만든 편스토랑 음식 매운크림쫄면 만드는법,216.15,104.88,3.696,18.984,0.804,6.636,4.944,0.0,135.6,0.06,100.8,171.6,43.2,66.9,66.0,10.65,0.024,0.194,0.36,0.96,0.0,11.64,4.86,0.173,0.0
483,요즘 핫한 크림진짬뽕 만들기★,195.0,262.2,9.24,9.96,2.01,16.59,12.36,0.0,339.0,0.15,252.0,429.0,108.0,165.0,165.0,0.0,0.06,0.486,0.9,2.4,0.0,29.1,6.51,0.42,0.0
484,나만의 최애 반찬 시래기 감자탕,85.2,34.92,8.16,4.134,8.442,4.356,0.246,2.88,68.4,1.95,124.8,283.8,3091.2,0.6,0.0,4.2,0.264,0.11,0.408,0.0,0.0,0.0,0.606,0.012,0.0
485,[나들이도시락] 게맛살 크루아상 샌드위치 만드는 법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,명품 닭강정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,정월대보름 오곡밥5인분 짓기,1296.0,45.0,26.892,8.928,5.544,273.636,6.516,20.52,54.0,3.816,1116.0,1011.6,7.2,0.0,0.0,14.4,0.648,0.137,0.0,0.0,0.0,0.0,1.692,0.036,0.0
488,팥찰밥 만드는법 -딸에게# ~ 압력솥 팥찰밥,1680.0,63.12,73.608,8.856,11.448,322.776,4.032,59.04,237.6,15.792,1509.6,3499.2,7.2,26.4,0.0,328.8,2.28,0.564,1.68,4.56,0.0,0.0,1.848,0.024,0.0
489,몬테크리스토,399.6,50.4,17.28,24.36,1.92,26.04,0.0,0.0,146.4,6.72,598.8,78.0,165.6,354.0,354.0,0.0,0.408,0.912,0.6,0.0,0.0,0.0,0.0,0.0,0.0
490,톳영양밥:김치 하나만 꺼내놔도 훌륭한 밥상,97.0,173.785,2.406,0.321,3.35,25.158,5.232,2.8,22.4,0.324,43.05,176.7,6.9,0.0,0.0,0.0,0.02,0.065,0.08,17.3,0.0,0.0,0.02,0.0,0.0
491,달콤하고 맛있는 단호박죽,3019.2,227.52,78.624,22.392,11.832,619.488,11.448,76.56,252.0,13.128,2652.0,3705.6,14.4,96.0,0.0,1183.2,0.576,0.787,2.568,0.48,0.0,0.0,4.344,0.072,0.0
492,[아이반찬] 햄감자채볶음,330.4,320.33,9.36,0.36,84.87,75.08,0.0,7.6,154.1,25.72,200.0,1516.5,35654.8,4.0,0.0,32.0,0.48,0.208,0.44,0.0,0.0,0.0,0.08,0.0,0.0
493,"언제먹어도 좋은 카레덮밥, 한그릇 요리로 굿~!!",317.0,316.0,9.3,2.81,3.44,68.45,2.1,5.7,21.0,1.95,206.0,1386.0,3.0,3.0,0.0,24.0,0.49,0.166,0.61,3.8,0.0,0.0,0.08,0.0,12.0
494,"영양만점 별미밥, 연근 곤드레나물밥 맛이 좋기도 하구나~~",88.15,105.805,3.51,0.509,7.002,18.182,1.55,4.805,35.65,0.732,96.4,496.15,2406.35,30.7,0.0,368.15,0.084,0.206,0.762,17.3,0.0,0.0,0.094,0.003,0.0
495,치즈계란말이김밥,45.85,0.01,0.0,4.98,0.004,0.007,0.0,0.0,2.15,0.088,4.95,2.8,0.8,0.05,0.0,0.55,0.0,0.004,0.0,0.0,0.0,0.0,0.732,0.014,0.0
496,간장소스로 두부덮밥 만들기,10.2,21.18,1.776,0.009,6.303,0.741,0.087,0.12,11.7,0.198,36.3,197.1,2399.7,0.0,0.0,0.0,0.042,0.033,0.261,0.0,0.0,0.0,0.0,0.0,0.0
497,GS편의점 '죠스떡볶이'로 매콤달콤한 떡볶이 먹어요★,138.4,5.16,0.0,0.08,0.12,34.64,0.0,0.48,16.4,0.16,18.4,5.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,냉파요리 장조림김밥 재료2개만 넣어도 맛있어요.,137.55,0.03,0.0,14.938,0.01,0.021,0.0,0.0,6.45,0.262,14.85,8.4,2.4,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
499,우리집만의 마파두부덮밥,704.45,605.975,57.978,34.867,17.844,56.573,7.009,6.555,78.5,7.238,903.95,2937.75,4505.3,110.25,18.0,1105.5,2.324,1.038,16.918,14.0,1.96,139.6,9.474,0.19,93.0
500,상큼 달콤 향긋함이 샤라랑~(행복) 유자 드레싱 샐러드!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,콩나물무침 만들기,574.65,546.69,25.2,50.216,6.632,16.263,0.0,0.0,79.35,4.387,320.55,853.2,37.2,6.45,0.0,58.95,0.54,0.991,3.0,102.0,0.0,0.0,6.592,0.13,0.0
502,간단한 감자요리 독일식감자전 뢰스티 안주로도 좋네요.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,시금치된장무침. 맛있고 간단한 나물반찬.,286.85,365.16,18.52,18.172,7.801,20.31,0.061,13.92,511.55,14.55,310.05,1919.35,835.2,1388.3,0.0,16646.7,0.426,0.606,0.422,169.6,0.0,0.0,2.709,0.046,0.0
504,[무드앤쿡.#63] 표고버섯 시리즈 1편 : 떡볶이 고수라면 꼭 먹어봐야 할 일품요리 <표고버섯 떡볶이>,16.0,44.55,2.06,0.275,0.71,2.4,0.0,1.65,61.0,1.725,33.0,230.0,7.5,173.5,0.0,2080.5,0.045,0.071,0.04,21.2,0.0,0.0,0.045,0.0,0.0
505,[콩나물 냉채]새콤달콤한 콩나물 냉채,111.0,182.455,8.418,1.803,2.23,20.096,13.927,0.0,27.2,1.303,92.15,290.1,12.7,2.0,0.0,18.0,0.18,0.32,1.0,34.0,0.0,0.0,0.0,0.0,0.0
506,봄 제철반찬 _ 국물 자작한 깨순멸치조림,301.95,62.46,15.783,19.162,8.53,19.053,5.322,11.43,41.85,1.927,153.75,967.8,2406.0,184.35,0.0,2210.55,0.171,0.691,2.79,0.0,0.0,0.0,2.641,0.058,0.0
507,떡볶이 간단요리,39.0,89.7,3.38,1.77,0.55,4.6,0.73,3.4,59.0,1.15,99.0,94.0,8.0,17.0,0.0,198.0,0.0,0.3,0.52,31.9,0.0,0.0,0.11,0.0,0.0
508,"편스토랑, 류수영의 전복 내장죽",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,일반 떡볶이 만들기,119.1,11.1,0.924,0.01,3.212,29.761,27.898,0.06,20.25,0.306,18.45,126.75,1205.25,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
510,감자치즈 브런치,189.6,189.12,5.616,0.216,2.16,42.888,0.0,4.56,12.0,1.176,120.0,842.4,2.4,2.4,0.0,19.2,0.288,0.125,0.264,0.0,0.0,0.0,0.048,0.0,0.0
511,꾸덕하고 맛있는 치즈 로제떡볶이 만들기(feat.신전떡볶이),323.7,4.77,4.059,2.532,1.677,76.968,60.945,11.31,52.5,1.881,103.2,818.7,14.7,184.2,0.0,2208.9,0.129,0.648,2.529,0.0,0.0,0.0,0.444,0.015,0.0
512,13개월아기반찬 생선완자탕,15.0,95.8,0.53,0.18,0.26,3.27,1.85,1.4,19.0,0.12,20.0,135.0,7.0,0.0,0.0,0.0,0.0,0.0,0.19,8.4,0.0,0.0,0.01,0.0,0.0
513,표고버섯미역밥,353.675,165.142,6.332,31.548,1.94,27.536,0.436,0.943,18.425,1.585,91.4,563.925,14.725,16.4,0.0,196.375,0.131,0.604,4.211,0.0,0.0,0.0,4.49,0.049,0.0
514,속이 꽉찬 제철 꽃게로 만든 얼큰한 꽃게탕,63.6,110.26,6.18,2.367,5.221,5.978,0.123,4.34,143.2,1.595,105.4,396.9,1680.6,271.3,0.0,3253.1,0.142,0.114,0.334,5.5,0.0,0.0,0.353,0.006,0.0
515,얼큰하고 시원한 고추장찌개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,어묵국수 만들기 너무 간단해서 죄송합니다~,80.0,79.6,2.28,2.54,0.74,14.84,2.1,0.0,6.0,0.48,56.0,333.0,0.0,0.0,0.0,0.0,0.13,0.01,0.28,3.8,0.0,0.0,0.02,0.0,12.0
517,전자렌지로 초간단 라면 끓이는법,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,[초간단 온메밀소바] 쯔유로 10분 만에 만드는 '야매 겐로쿠우동 지도리소바',216.0,149.8,40.0,2.6,2.0,5.6,0.0,0.0,20.0,1.4,370.0,596.0,146.0,0.0,0.0,0.0,0.28,0.26,3.6,0.0,0.0,0.0,0.0,0.0,70.0
519,고기 없이 깔끔 아삭한 전기압력밥솥 콩나물밥 & 양념장 만들기,528.6,400.272,26.896,36.823,16.039,32.483,9.712,5.835,446.35,9.445,496.675,1244.25,3625.25,96.25,0.0,1142.1,0.64,1.065,3.656,68.0,0.0,0.0,2.419,0.051,0.0
520,여름엔 냉묵밥! 지금은 온묵밥! 따뜻한 묵밥 만들기 ♥,1098.0,29.1,5.1,3.69,0.9,261.27,0.03,0.0,168.0,3.57,45.0,234.0,15.0,0.0,0.0,18.0,0.09,0.138,0.93,0.0,0.0,0.0,0.66,0.0,0.0
521,렌틸콩 카레 | 아직 렌틸콩이 생소하다면?! 친숙한 카레에 넣어먹어요!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,부추전 남은걸로 오늘은 김밥??? 부추전김밥 ★,149.55,46.43,0.765,15.114,0.246,2.426,0.845,0.75,28.95,0.398,29.85,143.9,2.4,45.65,0.0,549.65,0.02,0.064,0.03,7.6,0.0,0.0,2.222,0.044,0.0
523,기와지1호 쌀요리/꽃핀 구멍어묵 초밥,582.9,49.352,23.136,21.206,7.717,81.091,27.855,0.0,998.125,8.417,681.3,431.825,1151.2,321.5,295.0,315.0,0.485,1.355,1.4,30.0,0.0,0.0,0.0,0.0,0.0
524,동지팥죽 끓이는 법/팥칼국수/red bean porridge/팥 통째로 사용/새알심 만들기,1685.0,70.0,116.0,4.45,18.0,291.3,1.7,90.5,415.0,28.5,1745.0,5655.0,10.0,0.0,0.0,10.0,4.75,0.72,3.5,9.5,0.0,0.0,1.15,0.0,0.0
525,TV요리) 된장라면 구수~~~~~허다!,444.45,154.235,23.074,23.727,7.2,36.771,2.74,7.095,207.05,15.808,673.7,588.05,1685.55,394.4,295.0,1188.55,0.576,1.379,2.168,8.0,0.0,0.0,0.525,0.014,0.0
526,짜장덮밥 짜장밥 만드는법 한그릇 냉파요리,106.45,37.09,9.005,6.884,0.549,1.028,0.106,0.15,3.95,0.395,89.5,170.5,35.95,4.5,4.5,0.0,0.24,0.074,2.769,0.93,0.49,34.9,2.268,0.045,0.0
527,뚝배기밥 면역력 쑥쑥~!,2004.0,212.0,22.975,52.37,14.135,398.5,296.445,48.25,227.5,4.58,671.0,4730.5,13.5,65.5,0.0,758.0,0.88,4.145,5.26,110.4,0.0,0.0,5.435,0.395,62.0
528,구수한 콩비지찌개,305.4,80.915,21.676,21.888,1.415,3.038,0.872,1.885,14.5,1.208,222.45,489.85,63.85,41.55,10.8,368.7,0.585,0.284,7.022,2.04,1.176,83.76,6.242,0.125,0.0
529,엄마표 오징어덮밥,461.85,89.265,6.446,5.082,2.47,106.743,77.104,11.39,66.9,2.506,160.85,1174.85,17.4,185.35,0.0,2222.75,0.262,0.662,2.816,3.98,0.0,0.0,0.468,0.015,13.4
530,두부 강된장 만드는 법,180.15,17.49,4.08,17.005,4.232,2.199,0.123,1.44,40.65,1.238,77.25,150.3,1548.0,0.45,0.0,3.75,0.132,0.066,0.204,0.0,0.0,0.0,2.5,0.049,0.0
531,영양듬뿍 버섯죽만들기,259.1,501.39,18.228,3.594,8.552,83.241,0.044,1.96,35.85,3.589,238.15,1679.55,1230.85,1.0,0.0,8.0,0.441,1.418,10.24,0.0,0.0,0.0,0.02,0.0,0.0
532,너겟 두반장 덮밥,268.9,237.15,12.1,2.59,3.511,54.649,6.248,6.78,27.0,1.704,293.2,1147.3,398.6,8.7,0.0,105.3,0.33,0.104,0.984,6.24,0.0,0.0,0.122,0.0,9.6
533,너겟 마요덮밥,64.0,63.68,1.824,2.032,0.592,11.872,1.68,0.0,4.8,0.384,44.8,266.4,0.0,0.0,0.0,0.0,0.104,0.008,0.224,3.04,0.0,0.0,0.016,0.0,9.6
534,맛있는 카레라이스,483.1,486.57,14.86,4.26,6.965,102.345,4.49,10.2,93.0,7.03,334.0,2453.0,395.0,397.95,0.0,4754.0,0.678,0.396,2.65,3.8,0.0,0.0,0.342,0.0,12.0
535,삼선짬뽕 만들기,515.0,2902.4,80.7,10.3,38.4,68.8,8.7,9.0,4835.0,77.4,1594.0,13326.0,1356.0,7050.0,0.0,84720.0,5.46,4.5,19.1,1053.0,0.0,0.0,0.9,0.0,0.0
536,표고버섯밥 자연주의 버섯요리의 끝판왕,163.05,52.98,4.44,14.961,15.768,1.874,0.218,0.3,35.7,0.758,105.6,501.15,6001.65,0.15,0.0,1.65,0.105,0.092,0.653,0.0,0.0,0.0,2.198,0.044,0.0
537,[죽] 미역 들깨죽,276.0,0.03,0.0,29.958,0.03,0.0,0.0,0.0,22.5,1.614,51.3,27.0,3.6,1.5,0.0,17.7,0.0,0.019,0.0,0.0,0.0,0.0,2.289,0.123,0.0
538,"건강한 슬로푸드, 맛있는 별미밥 [곤드레밥 / 냄비밥]",47.7,3.535,0.296,4.994,1.056,0.124,0.014,0.02,5.7,0.302,14.6,37.35,400.55,0.25,0.0,2.95,0.007,0.009,0.044,0.0,0.0,0.0,0.382,0.02,0.0
539,냄비 굴무밥:겨울밥으로는 더할 나위 없다!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,계란말이주먹밥:간단한데 특별해,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,시래기 바지락솥밥입니다^^,572.5,76.11,15.141,49.335,5.308,14.108,0.439,1.89,64.5,2.942,146.55,238.8,1581.45,1.95,0.0,21.45,0.149,0.09,0.261,0.24,0.0,0.0,4.797,0.172,0.0
542,추석요리~명절에 남은 나물로 나물김밥 맛있게 싸는 법,173.55,286.23,1.08,15.088,5.321,7.281,1.65,6.3,69.45,0.742,38.85,134.4,1913.4,0.15,0.0,1.65,0.03,0.056,0.51,55.2,0.0,0.0,2.258,0.044,0.0
543,냉이 된장찌개,106.5,77.2,13.265,4.175,0.965,4.595,0.0,4.05,98.0,6.255,137.0,244.5,28.5,72.0,3.0,827.5,0.025,0.2,2.215,18.45,0.29,25.75,1.62,0.09,0.0
544,밥블레스유 최화정이 추천한 땡초김밥,197.55,477.03,1.8,15.188,8.86,12.121,2.75,10.5,111.45,1.062,54.85,218.4,3187.4,0.15,0.0,1.65,0.05,0.085,0.85,92.0,0.0,0.0,2.298,0.044,0.0
545,단호박 죽 이야기~~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,시금치나물무침 만드는법 별거없쟈나,265.55,356.43,16.48,17.138,5.69,19.221,0.0,13.2,494.45,14.062,278.85,1848.4,62.4,1388.15,0.0,16645.65,0.36,0.578,0.32,169.6,0.0,0.0,2.557,0.044,0.0
547,갈치조림,183.0,305.955,6.378,0.468,11.955,40.34,17.772,4.9,69.7,1.164,150.65,963.6,4017.2,1.0,0.0,8.0,0.19,0.106,0.925,16.8,0.0,0.0,0.04,0.0,0.0
548,생배추 무침 만들기,112.5,18.015,3.343,1.27,5.536,24.344,16.61,5.745,27.825,0.985,78.675,543.075,1804.425,92.1,0.0,1104.45,0.096,0.348,1.46,0.0,0.0,0.0,0.222,0.008,0.0
549,흑미누룽지죽,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,아이들이 좋아하는 닭날개 간장조림 만들었어요,134.4,42.87,3.588,0.024,12.666,30.873,28.029,0.24,37.8,0.603,72.9,422.4,4804.8,0.0,0.0,0.0,0.084,0.065,0.522,0.0,0.0,0.0,0.0,0.0,0.0
551,[양식조리기능사 실기동영상] 햄버거 샌드위치 만드는 법,603.48,283.771,39.06,30.75,6.659,43.16,5.95,1.7,144.47,9.922,758.0,1039.75,1386.36,349.0,301.0,572.0,0.53,0.868,5.16,22.4,0.58,51.5,3.18,0.18,12.0
552,혼밥도 즐겁게! 버터갈릭새우,46.95,2.16,0.057,0.003,0.07,12.71,10.077,0.0,1.5,0.021,1.2,30.45,0.15,0.0,0.0,0.0,0.0,0.213,0.038,0.0,0.0,0.0,0.002,0.0,0.0
553,맛있는 새우카레라이스 간단레시피. 단언컨대 완벽한 밥도둑입니다,158.0,157.6,4.68,0.18,1.8,35.74,0.0,3.8,10.0,0.98,100.0,702.0,2.0,2.0,0.0,16.0,0.24,0.104,0.22,0.0,0.0,0.0,0.04,0.0,0.0
554,"집밥 백선생, 시금치 싫어도 먹게되는 '시금치피자'!",50.12,136.654,3.3,0.499,5.28,10.262,3.85,3.35,80.56,3.641,67.2,624.0,1648.98,234.16,0.0,2804.5,0.06,0.109,0.534,38.7,0.0,0.0,0.093,0.0,0.0
555,도라지청 만들기 ~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,초간편 야채 카레라이스,189.0,248.8,5.65,0.31,2.49,42.75,2.39,6.4,35.0,1.22,139.0,968.0,18.0,301.0,0.0,3598.0,0.27,0.156,1.07,0.0,0.0,0.0,0.07,0.0,0.0
557,전기압력솥으로 취나물밥 짓기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,바질페스토 떡볶이,31.9,81.33,2.078,0.937,0.551,5.104,1.321,2.74,39.5,0.671,65.1,153.4,10.4,128.1,0.0,1531.8,0.012,0.171,0.6,15.95,0.0,0.0,0.067,0.0,0.0
559,"생일 소고기 미역국, 가장 맛있게 끓이기!",275.1,0.06,0.0,29.877,0.021,0.042,0.0,0.0,12.9,0.525,29.7,16.8,4.8,0.3,0.0,3.3,0.0,0.021,0.0,0.0,0.0,0.0,4.395,0.087,0.0
560,밥솥 호박죽,188.2,8.782,0.228,0.012,2.54,50.938,40.308,0.0,9.725,0.744,4.8,124.925,990.9,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.0,0.0,0.006,0.0,0.0
561,이연복 간짜장 짜장라면 으로 만들기!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,향긋한 달래간장을 곁들인 굴솥밥,192.35,130.25,8.054,15.084,25.612,6.035,1.078,1.93,84.25,2.81,182.05,914.3,9604.7,48.65,0.0,582.65,0.198,0.186,1.449,0.0,0.0,0.0,2.232,0.044,3.0
563,별미 콜라비밥 전기압력솥으로 지었소,853.0,785.6,101.92,34.95,8.97,70.16,1.55,2.4,83.0,14.35,909.0,2778.0,249.0,25.0,24.0,12.0,1.32,1.693,26.26,4.4,2.32,206.0,12.58,0.72,1.0
