recipe_title,recipe_ingredients,ingredient1,quantity1,unit1,ingredient2,quantity2,unit2,ingredient3,quantity3,unit3,ingredient4,quantity4,unit4,ingredient5,quantity5,unit5,ingredient6,quantity6,unit6,ingredient7,quantity7,unit7,ingredient8,quantity8,unit8,ingredient9,quantity9,unit9,ingredient10,quantity10,unit10,ingredient11,quantity11,unit11,ingredient12,quantity12,unit12,ingredient13,quantity13,unit13,ingredient14,quantity14,unit14,ingredient15,quantity15,unit15,ingredient16,quantity16,unit16,ingredient17,quantity17,unit17,ingredient18,quantity18,unit18,ingredient19,quantity19,unit19,ingredient20,quantity20,unit20
들기름 듬뿍 넣어 촉촉한 잔멸치 볶음 만들기,"{'재료': ['잔멸치80g', '땅콩적당량', '아몬드적당량', '해바라기씨적당량', '호박씨적당량'], '양념': ['들기름4T', '물엿4T', '다진마늘0.5t', '매실액1t', '설탕1t', '맛술1T', '간장0.2t']}",잔멸치,80,g,땅콩적당량,,,아몬드적당량,,,해바라기씨적당량,,,호박씨적당량,,,들기름,4,T,물엿,4,T,다진마늘,0.5,t,매실액,1,t,설탕,1,t,맛술,1,T,간장,0.2,t,,,,,,,,,,,,,,,,,,,,,,,,
베이컨숙주볶음,"{'재료': ['베이컨1주먹', '숙주2주먹', '마늘1작은술', '다진쪽파2숟가락'], '양념': ['굴소스1숟가락', '소금(부족하간)약간']}",베이컨,1,주먹,숙주,2,주먹,마늘,1,작은술,다진쪽파,2,숟가락,굴소스,1,숟가락,소금(부족하간),,약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
카레감자볶음,"{'재료': ['감자2개', '양파1개', '당근1/3개', '카놀라유2큰술', '카레가루1큰술', '소금1/4큰술']}",감자,2,개,양파,1,개,당근,1/3,개,카놀라유,2,큰술,카레가루,1,큰술,소금,1/4,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10분안에 완성 밑반찬:굴소스어묵볶음 레시피,"{'재료': ['어묵1봉지', '청양고추1개', '양파3/1개', '굴소스2숟가락', '다진마늘2/1숟가락', '올리고당1숟가락', '후추1꼬집', '물']}",어묵,1,봉지,청양고추,1,개,양파,3/1,개,굴소스,2,숟가락,다진마늘,2/1,숟가락,올리고당,1,숟가락,후추,1,꼬집,물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
잔새우깨볶음 건새우볶음 견과류 대신 고소한 깨로 코팅해요,"{'재료': ['건새우소복하게2컵55g', '통깨1/3컵', '다진마늘1큰술', '식용유1큰술', '간장1큰술', '굴소스1큰술', '맛술2큰술', '물3큰술', '설탕0.5큰술', '올리고당1큰술', '참기름1큰술']}",건새우소복하게,2,컵,통깨,1/3,컵,다진마늘,1,큰술,식용유,1,큰술,간장,1,큰술,굴소스,1,큰술,맛술,2,큰술,물,3,큰술,설탕,0.5,큰술,올리고당,1,큰술,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
<만남의광장> 백종원의 갓김치볶음 만들기,"{'재료': ['묵은갓김치3줌', '들기름8T', '마늘2T', '설탕2T', '깨2T', '쪽파6줄']}",묵은갓김치,3,줌,들기름,8,T,마늘,2,T,설탕,2,T,깨,2,T,쪽파,6,줄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대용량 반찬 백종원 진미채 볶음,"{'재료': ['진미채200g', '마요네즈2스푼', '참기름', '통깨'], '양념': ['고추장2스푼', '고춧가루2스푼', '황설탕2스푼', '물엿2~3스푼', '물5스푼']}",진미채,200,g,마요네즈,2,스푼,참기름,,,통깨,,,고추장,2,스푼,고춧가루,2,스푼,황설탕,2,스푼,물엿,2~3,스푼,물,5,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
갈릭 잔멸치볶음~ 청양고추도 팍팍 넣어 고소 칼칼하게!!,"{'재료': ['잔멸치150g', '다진마늘2/3큰술', '청양고추5개', '식용유3큰술', '통깨2큰술', '진간장1큰술', '올리고당4큰술', '참기름1큰술']}",잔멸치,150,g,다진마늘,2/3,큰술,청양고추,5,개,식용유,3,큰술,통깨,2,큰술,진간장,1,큰술,올리고당,4,큰술,참기름,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브로콜리 볶음 아이들 입맛에 딱이네요,"{'재료': ['비엔나10개정도', '브로콜리1/2송이'], '양념': ['소금0.5T', '참기름조금', '깨소금톡톡']}",비엔나,10,개정도,브로콜리,1/2,송이,소금,0.5,T,참기름조금,,,깨소금톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
새우젓으로~애호박볶음,"{'재료': ['애호박1개', '청양초1개', '홍고추1개'], '양념': ['새우젓1/2스푼', '다진마늘1/2스푼', '카놀라유적당량']}",애호박,1,개,청양초,1,개,홍고추,1,개,새우젓,1/2,스푼,다진마늘,1/2,스푼,카놀라유적당량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마른 새우볶음 밑반찬,"{'마른 새우볶음 재료': ['마른새우100g', '식용유', '통깨'], '양념 재료': ['식용유2숟가락', '설탕1숟가락', '물엿3숟가락', '진간장2숟가락', '고춧가루1숟가락', '고추장1.5숟가락']}",마른새우,100,g,식용유,,,통깨,,,식용유,2,숟가락,설탕,1,숟가락,물엿,3,숟가락,진간장,2,숟가락,고춧가루,1,숟가락,고추장,1.5,숟가락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[어묵감자볶음 만드는 법]짭조름 쫄깃 밥도둑 밑반찬 제철 반찬,"{'재료': ['감자2개', '어묵3장', '양파1/2개', '청양고추2개', '참기름1큰술', '통깨약간', '식용유약간'], '간장소스': ['간장3큰술', '굴소스1.5큰술', '설탕1큰술', '요리당1큰술', '간마늘1티스푼', '물3큰술']}",감자,2,개,어묵,3,장,양파,1/2,개,청양고추,2,개,참기름,1,큰술,통깨약간,,,식용유약간,,,간장,3,큰술,굴소스,1.5,큰술,설탕,1,큰술,요리당,1,큰술,간마늘,1,티스푼,물,3,큰술,,,,,,,,,,,,,,,,,,,,,
"소화잘되는 겨울보양식, ""무나물볶음""♪","{'재료': ['무1/3토막(550g)', '들기름2스푼'], '양념': ['다진마늘1/2스푼', '꽃소금1tea스푼', '깨약간']}",무,1/3,토막,들기름,2,스푼,다진마늘,1/2,스푼,꽃소금,1,tea스푼,깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
애호박참치볶음 별미야~,"{'재료': ['애호박1/2개', '양파', '참치小1캔', '다진마늘1/2스푼', '다진파', '진간장1/2스푼', '소금', '통깨']}",애호박,1/2,개,양파,,,참치,,,다진마늘,1/2,스푼,다진파,,,진간장,1/2,스푼,소금,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【초간단】졸깃졸깃한 새송이 버섯볶음 만들기~,"{'재료': ['새송이버섯3송이', '양파1/2개', '파프리카1/2개', '대파10센티', '당근약간'], '양념': ['식용유3T', '다진마늘1T', '후추4번톡톡', '소금2/3T']}",새송이버섯,3,송이,양파,1/2,개,파프리카,1/2,개,대파,10,센티,당근약간,,,식용유,3,T,다진마늘,1,T,후추,4,번톡톡,소금,2/3,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단한 밑반찬 새송이 버섯볶음,"{'재료': ['새송이버섯2개', '양파1/2개', '당근1/6개', '깨1T', '참기름1T'], '양념장(밥숟가락 계량)': ['간장2T', '다진마늘1/2T', '맛술1/2T', '올리고당1/2T', '후추1/2작은술']}",새송이버섯,2,개,양파,1/2,개,당근,1/6,개,깨,1,T,참기름,1,T,간장,2,T,다진마늘,1/2,T,맛술,1/2,T,올리고당,1/2,T,후추,1/2,작은술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감칠맛 팍팍! 초간단 애호박표고버섯볶음,"{'재료': ['애호박1개', '표고버섯3~4개', '양파1/2개'], '양념': ['참기름2~3수저', '간장or연두1수저', '후추2~3꼬집', '통깨약간']}",애호박,1,개,표고버섯,3~4,개,양파,1/2,개,참기름,2~3,수저,간장,,or연두,후추,2~3,꼬집,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황태 채 볶음 밑반찬,"{'황태 채 볶음 재료': ['황태채60g', '청양고추3개', '홍고추1개'], '양념 재료': ['진간장1.5T', '맛술1T', '물3T', '고추장1T', '물엿2T', '참기름1T', '다진마늘1t', '다진생강약간', '통깨1t']}",황태채,60,g,청양고추,3,개,홍고추,1,개,진간장,1.5,T,맛술,1,T,물,3,T,고추장,1,T,물엿,2,T,참기름,1,T,다진마늘,1,t,다진생강약간,,,통깨,1,t,,,,,,,,,,,,,,,,,,,,,,,,
[친환경자연쿡] 들깨브로콜리버섯볶음,"{'볶음재료': ['브로콜리1/2송이', '표고버섯4송이', '팽이버섯1/2봉', '파프리카각각1/2개씩'], '양념': ['국산들깨가루3큰술', '죽염조금', '냉압착올리브유조금', '저온압착들기름조금']}",브로콜리,1/2,송이,표고버섯,4,송이,팽이버섯,1/2,봉,파프리카각각,1/2,개씩,국산들깨가루,3,큰술,죽염조금,,,냉압착올리브유조금,,,저온압착들기름조금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참 쉬운 우리아이반찬 카레감자채볶음 맛있게만들기,"{'재료': ['감자(중)3개', '당근약간', '소금약간', '참깨', '카레가루2/3큰술', '식용유2큰술']}",감자(중),3,개,당근약간,,,소금약간,,,참깨,,,카레가루,2/3,큰술,식용유,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제철 백종원가지볶음,"{'재료': ['가지3개', '파1/2개', '깨소금약간', '식용유3큰술'], '양념': ['간장2큰술', '굴소스1큰술', '올리고당2큰술', '참기름1큰솔']}",가지,3,개,파,1/2,개,깨소금약간,,,식용유,3,큰술,간장,2,큰술,굴소스,1,큰술,올리고당,2,큰술,참기름,1,큰솔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마늘쫑 볶음 실패없는 레시피,"{'재료': ['마늘쫑1줌', '간장2큰술', '올리고당1큰술', '식용유약간', '깨소금약간', '다진마늘1/2큰술']}",마늘쫑,1,줌,간장,2,큰술,올리고당,1,큰술,식용유약간,,,깨소금약간,,,다진마늘,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꿀처 매콤어묵볶음,"{'재료': ['판어묵1봉지', '양파1/4개', '당근1/8개', '대파20cm', '부추조금(30g)', '통마늘5개', '청양고추1개'], '양념': ['고춧가루2스푼', '간장3스푼', '까나리액젓1스푼', '물엿2스푼', '매실액2스푼', '참기름2스푼', '후춧가루0.3스푼', '오일3스푼', '다진마늘0.5스푼', '통깨1스푼']}",판어묵,1,봉지,양파,1/4,개,당근,1/8,개,대파,20,cm,부추조금,,,통마늘,5,개,청양고추,1,개,고춧가루,2,스푼,간장,3,스푼,까나리액젓,1,스푼,물엿,2,스푼,매실액,2,스푼,참기름,2,스푼,후춧가루,0.3,스푼,오일,3,스푼,다진마늘,0.5,스푼,통깨,1,스푼,,,,,,,,,
깻잎가지볶음 [도시락반찬],"{'재료': ['깻잎4묶음', '가지1개반', '당근조금'], '양념': ['들기름2큰술', '다진마늘1/2큰술', '진간장1큰술', '굴소스1큰술', '고추가루1큰술', '통깨1큰술']}",깻잎,4,묶음,가지,1,개반,당근조금,,,들기름,2,큰술,다진마늘,1/2,큰술,진간장,1,큰술,굴소스,1,큰술,고추가루,1,큰술,통깨,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대파 어묵 볶음,"{'재료': ['대파(흰부분)1컵', '사각어묵2장'], '양념': ['참기름약간', '깨소금약간'], '소스': ['간장1큰술', '설탕1/2큰술', '올리고당1큰술', '다시마육수또는물1큰술']}",대파(흰부분),1,컵,사각어묵,2,장,참기름약간,,,깨소금약간,,,간장,1,큰술,설탕,1/2,큰술,올리고당,1,큰술,다시마육수또는물,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단 양파볶음 : 양파 하나만 가지고 만드는 꿀맛 반찬,"{'재료': ['양파1개', '식용유1밥숟갈', '진간장1밥숟갈', '굴소스1/2밥숟갈', '고춧가루1/3밥숟갈']}",양파,1,개,식용유,1,밥숟갈,진간장,1,밥숟갈,굴소스,1/2,밥숟갈,고춧가루,1/3,밥숟갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
돼지고기 다짐육 애호박볶음,"{'재료': ['돼지고기다짐육160g', '애호박1개반', '양파1/2개', '당근조금', '홍청양고추3개'], '다짐육볶기': ['맛간장1큰술', '다진마늘1/2큰술', '후추톡톡', '원당1/2큰술', '맛술1큰술', '올리브유적당히두르기'], '호박볶기양념': ['멸치액젓1+1/2큰술', '올리브유적당히'], '마무리볶기얌념': ['굴소스1/2큰술', '다진마늘1/2큰술', '통깨솔솔']}",돼지고기다짐육,160,g,애호박,1,개반,양파,1/2,개,당근조금,,,홍청양고추,3,개,맛간장,1,큰술,다진마늘,1/2,큰술,후추톡톡,,,원당,1/2,큰술,맛술,1,큰술,올리브유적당히두르기,,,멸치액젓,1+1/2,큰술,올리브유적당히,,,굴소스,1/2,큰술,다진마늘,1/2,큰술,통깨솔솔,,,,,,,,,,,,,,
꽈리고추멸치볶음 밑반찬 만들기,"{'재료': ['꽈리고추470g', '멸치2주먹', '간장4', '올리고당2', '설탕2', '다진마늘1/2', '맛술2', '참기름', '통깨']}",꽈리고추,470,g,멸치,2,주먹,간장,4,,올리고당,2,,설탕,2,,다진마늘,1/2,,맛술,2,,참기름,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[간단한 밑반찬 만들기]느타리버섯볶음,"{'재료': ['느타리버섯1000g', '당근1/3개', '양파1/2개', '대파1/2개'], '양념': ['참기름2T', '후추', '다진마늘1T', '식용유2T', '간장2T']}",느타리버섯,1000,g,당근,1/3,개,양파,1/2,개,대파,1/2,개,참기름,2,T,후추,,,다진마늘,1,T,식용유,2,T,간장,2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고추장양념 쥐포볶음~ 부드럽게 만드는 법,"{'재료': ['쥐포2장', '식용유1큰술', '고추장1.5큰술', '올리고당1큰술', '맛술2큰술', '물2큰술', '간장0.5큰술', '통깨약간', '참기름1큰술', '설탕0.5큰술', '고춧가루1큰술']}",쥐포,2,장,식용유,1,큰술,고추장,1.5,큰술,올리고당,1,큰술,맛술,2,큰술,물,2,큰술,간장,0.5,큰술,통깨약간,,,참기름,1,큰술,설탕,0.5,큰술,고춧가루,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,
베이컨숙주볶음,"{'재료': ['숙주300g', '베이컨80g', '양파1/2개', '양배추1/8조각'], '양념': ['소금2꼬집', '후추조금', '다진마늘1스푼', '굴소스3스푼', '대파조금', '참기름1스푼']}",숙주,300,g,베이컨,80,g,양파,1/2,개,양배추,1/8,조각,소금,2,꼬집,후추조금,,,다진마늘,1,스푼,굴소스,3,스푼,대파조금,,,참기름,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
굴소스 가지 볶음,"{'재료': ['가지500g', '양파2~3개', '피망1/2개'], '양념': ['소금2t', '후추1t', '다진마늘2/3T', '굴소스3T', '깨소금(참기름)1T']}",가지,500,g,양파,2~3,개,피망,1/2,개,소금,2,t,후추,1,t,다진마늘,2/3,T,굴소스,3,T,깨소금(참기름),1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
수미네반찬 호박볶음 간단해서 좋구나,"{'재료': ['둥근호박1개'], '양념': ['마늘1/2T', '물2/3컵', '새우젓2/3T', '고춧가루1/2T', '참기름1/2T', '통깨1/2T']}",둥근호박,1,개,마늘,1/2,T,물,2/3,컵,새우젓,2/3,T,고춧가루,1/2,T,참기름,1/2,T,통깨,1/2,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영원한 국민반찬 어묵볶음만들기,"{'재료': ['사각어묵2장', '양파1/2개', '대파1/2대', '꽈리고추5개', '식용유1큰술'], '매운볶음양념장': ['고추가루1/2큰술', '다진마늘1/2작은술', '참기름1큰술', '올리고당1/2큰술', '간장1/2큰술', '물1큰술', '매실액약간', '깨약간']}",사각어묵,2,장,양파,1/2,개,대파,1/2,대,꽈리고추,5,개,식용유,1,큰술,고추가루,1/2,큰술,다진마늘,1/2,작은술,참기름,1,큰술,올리고당,1/2,큰술,간장,1/2,큰술,물,1,큰술,매실액약간,,,깨약간,,,,,,,,,,,,,,,,,,,,,,,
고소한 조합 스팸 감자볶음,"{'재료': ['스팸1캔', '감자큰것2개', '식용유', '맛소금2티스푼', '참기름1큰술', '깨1큰술', '후추']}",스팸,1,캔,감자큰것,2,개,식용유,,,맛소금,2,티스푼,참기름,1,큰술,깨,1,큰술,후추,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단한 밑반찬 깻잎볶음(깻잎순 대신 깻잎으로 만들어요),"{'재료': ['깻잎4묶음', '양파1/4개', '다진마늘1/2큰술', '들기름1/2큰술', '국간장1큰술', '다진파1큰술']}",깻잎,4,묶음,양파,1/4,개,다진마늘,1/2,큰술,들기름,1/2,큰술,국간장,1,큰술,다진파,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단 애호박 볶음,"{'재료': ['애호박1개', '올리브오일2큰술', '집간장1T', '다진마늘1T', '참기름1T', '깨소금0.5T']}",애호박,1,개,올리브오일,2,큰술,집간장,1,T,다진마늘,1,T,참기름,1,T,깨소금,0.5,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알록달록 한입에 쏘옥~~소세지야채볶음,"{'재료': ['소세지1팩(5개)', '노랑파프리카1/2개', '빨강파프리카1/2개', '청피망작은거1개', '양파작은거1개', '버터20g정도', '케찹2스푼', '굴소스1스푼']}",소세지,1,팩,노랑파프리카,1/2,개,빨강파프리카,1/2,개,청피망작은거,1,개,양파작은거,1,개,버터,20,g정도,케찹,2,스푼,굴소스,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""견과류멸치볶음""의 맛은 마요네즈로!!","{'재료': ['잔멸치', '호두', '아몬드', '깨'], '양념': ['카놀라유1스푼(식용유모두다가능)', '진간장2스푼', '올리고당2스푼', '설탕1스푼', '마요네즈1스푼']}",잔멸치,,,호두,,,아몬드,,,깨,,,카놀라유,1,스푼,진간장,2,스푼,올리고당,2,스푼,설탕,1,스푼,마요네즈,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[반찬요리/가지요리] ""홍양갱의 밤 - 굴소스 가지볶음""","{'재료': ['가지2개', '간장1T', '굴소스1T', '고춧가루1/2T', '참기름1T', '다진마늘1T', '통깨약간']}",가지,2,개,간장,1,T,굴소스,1,T,고춧가루,1/2,T,참기름,1,T,다진마늘,1,T,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
버섯볶음,"{'재료': ['표고버섯7개', '느타리버섯80g', '대파1/2대', '참기름1T', '들기름2T', '식용유2T', '통깨1T', '고추장2T', '고춧가루1T', '진간장1T', '맛술1T', '물엿1T', '다진마늘1T']}",표고버섯,7,개,느타리버섯,80,g,대파,1/2,대,참기름,1,T,들기름,2,T,식용유,2,T,통깨,1,T,고추장,2,T,고춧가루,1,T,진간장,1,T,맛술,1,T,물엿,1,T,다진마늘,1,T,,,,,,,,,,,,,,,,,,,,,
매운어묵볶음과 간장어묵볶음 만드는 법 간단한 밑반찬으로 좋아요,"{'재료': ['어묵6장', '양파1개', '대파1/2대', '식용유3큰술', '다진마늘.5큰술', '설탕2큰술', '진간장2큰술', '멸치액젓1큰술', '물1/4컵', '고춧가루1큰술', '참기름2큰술', '통깨2큰술']}",어묵,6,장,양파,1,개,대파,1/2,대,식용유,3,큰술,다진마늘,.5,큰술,설탕,2,큰술,진간장,2,큰술,멸치액젓,1,큰술,물,1/4,컵,고춧가루,1,큰술,참기름,2,큰술,통깨,2,큰술,,,,,,,,,,,,,,,,,,,,,,,,
간단 스팸 김치볶음~*,"{'재료': ['신김치1쪽', '스팸200g'], '양념': ['올리고당1큰술', '카놀라유적당량', '후추톡톡톡', '고춧가루1/2큰술', '굴소스1티스푼']}",신김치,1,쪽,스팸,200,g,올리고당,1,큰술,카놀라유적당량,,,후추톡톡톡,,,고춧가루,1/2,큰술,굴소스,1,티스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"밑맙찬 걱정, 간단한 감자채볶음 만들기","{'재료': ['감자2개', '햄', '양파1/4개'], '양념': ['소금', '깨소금', '다진마늘', '후춧가루']}",감자,2,개,햄,,,양파,1/4,개,소금,,,깨소금,,,다진마늘,,,후춧가루,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
들깨고구마순볶음,"{'재료': ['고구마줄기', '들깨가루', '간장', '다진마늘', '들기름']}",고구마줄기,,,들깨가루,,,간장,,,다진마늘,,,들기름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
초간단 양송이볶음~,"{'재료': ['양송이큰거4개', '양파작은거1/2개'], '양념': ['굴소스1스푼', '소금조금', '후추톡', '통깨조금', '카놀라유1스푼(종류관계없어요)']}",양송이큰거,4,개,양파작은거,1/2,개,굴소스,1,스푼,소금조금,,,후추톡,,,통깨조금,,,카놀라유,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"소세지 메추리알 케첩볶음 , 쉽고 간단한 반찬 만들기 :)","{'재료': ['메추리알', '비엔나소세지', '대파1/2대', '마늘2알', '청양고추(생략가능)', '치즈가루(생략가능)'], '양념': ['케첩4스푼', '굴소스1/3스푼', '돈까스소스1스푼', '올리브오일약간']}",메추리알,,,비엔나소세지,,,대파,1/2,대,마늘,2,알,청양고추(생략가능),,,치즈가루(생략가능),,,케첩,4,스푼,굴소스,1/3,스푼,돈까스소스,1,스푼,올리브오일약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[반찬] 청양고추 가득, ""매운어묵볶음""♪","{'재료': ['어묵1봉지', '청양고추5개'], '양념': ['다진마늘1스푼', '진간장2스푼', '고춧가루1스푼', '매실액기스1스푼', '설탕1스푼', '참기름약간', '깨약간']}",어묵,1,봉지,청양고추,5,개,다진마늘,1,스푼,진간장,2,스푼,고춧가루,1,스푼,매실액기스,1,스푼,설탕,1,스푼,참기름약간,,,깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간단한 즉석반찬~~시금치베이컨볶음,"{'재료': ['시금치1줌', '베이컨3줄'], '양념': ['굴소스1/2큰술', '깨소금약간', '참기름약간']}",시금치,1,줌,베이컨,3,줄,굴소스,1/2,큰술,깨소금약간,,,참기름약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
